"","AGE","LocFit","MEAN(of_boot)","0.05","0.95"
"488",9690,0.507777807777002,0.499470789211482,0.268827227500064,0.730569420019857
"489",9710,0.48468988854047,0.476897877286757,0.229428581880709,0.733679271286979
"490",9730,0.460178546740294,0.452911404278285,0.183283923640046,0.736012287999282
"491",9750,0.434653727571847,0.428035015809984,0.133520325315497,0.736406841925159
"492",9770,0.408609911087094,0.402648562080254,0.0893613219489335,0.738569399237716
"493",9790,0.382091820308219,0.376796634723865,0.0374780559079199,0.731586357273871
"494",9810,0.355138651000865,0.350519868028473,-0.00909919453494412,0.727086954719083
"495",9830,0.327789598930677,0.323858896281734,-0.0566040808901254,0.718632026869164
"496",9850,0.300083859863302,0.296854353771302,-0.102902676110795,0.700895097512231
"497",9870,0.272060629564382,0.269546874784832,-0.147412770279397,0.689416362132018
"498",9890,0.243759103799565,0.241977093609981,-0.18466047219014,0.667606766441182
"499",9910,0.215218478334494,0.214185644534402,-0.225836896731653,0.648800608370693
"500",9930,0.186477948934814,0.186213161845751,-0.277117301239206,0.627654436370999
"501",9950,0.157576711366171,0.158100279831683,-0.321883816609734,0.599603471056532
"502",9970,0.128553961394209,0.129887632779854,-0.356082707451013,0.571119959094671
